,country,page,revid,prediction,Name,Population
32130,Samoan,Tuala Ainiu Iusitino,762572848,Stub,,
32131,Samoan,Paul Alan Cox,767363297,C,,
32132,Samoan,Tuala Falenaoti Tiresa Malietoa,771267864,Stub,,
32133,Samoan,Toi Aukuso Cain,771651038,Stub,,
32134,Samoan,Muagututagata Peter Ah Him,780759402,Stub,,
32135,Samoan,Sua Rimoni Ah Chong,782134923,Start,,
32136,Samoan,Luamanuvao Winnie Laban,782465136,Start,,
32137,Samoan,Order of Merit of Samoa,782768517,Stub,,
32138,Samoan,Sapa'u Ruperake Petaia,783679600,Stub,,
32139,Samoan,Le Mamea Ropati,784413731,Start,,
32140,Samoan,Tui Manuʻa Elisala,785553682,Start,,
32141,Samoan,Mata'afa,786776338,Start,,
32142,Samoan,Polataivao Fosi,787519332,C,,
32143,Samoan,Tony Tuimavave,788649434,Start,,
32144,Samoan,Tuimaleali'ifano,791884820,Stub,,
32145,Samoan,Dave Solomon (rugby),793129536,Start,,
32146,Samoan,Va'ai Kolone,793294077,Start,,
32147,Samoan,Tamaseu Leni Warren,793926721,Stub,,
32148,Samoan,Mata'afa Iosefo,794202189,Start,,
32149,Samoan,Ale Vena Ale,796309750,Stub,,
32150,Samoan,Keneti Sio,796377891,Stub,,
32151,Samoan,Prime Minister of Samoa,797760961,C,,
32152,Samoan,Tupua Tamasese Lealofi IV,798166885,Stub,,
32153,Samoan,Tofilau Eti Alesana,798166951,Start,,
32154,Samoan,Aiono Fanaafi Le Tagaloa,798494387,Start,,
32155,Samoan,Le Tagaloa Pita,798807561,Start,,
32156,Samoan,Aveau Niko Palamo,801057378,Stub,,
32157,Samoan,Mark Gosche,801142102,C,,
32158,Samoan,Lauaki Namulauulu Mamoe,801175876,C,,
32159,Samoan,Tufuga Efi,801182300,C,,
32160,Samoan,Salamasina,801186581,Start,,
32161,Samoan,Tupua Tamasese Meaʻole,801213484,Stub,,
32162,Samoan,Emma Kruse Va'ai,801564093,Start,,
32163,Samoan,Tuilaepa Aiono Sailele Malielegaoi,801570141,C,,
32164,Samoan,Tupua Tamasese,801746626,Stub,,
32165,Samoan,Tupua Tamasese Lealofi III,801944573,Start,,
32166,Samoan,Olaf Frederick Nelson,802011301,Start,,
32167,Samoan,Va'aletoa Sualauvi II,802218035,Start,,
32168,Samoan,Faumuina Tiatia Liuga,802850235,Start,,
32169,Samoan,Malietoa Tanumafili II,804303257,C,,
32170,Samoan,Fuimaono Naoia Tei,804379271,Stub,,
32171,Samoan,Fuiono Senio,804379277,Stub,,
32172,Samoan,O le Ao o le Malo,806055721,GA,,
32173,Samoan,William Sio,807177019,C,,
34569,Montserratian,Speaker of the Legislative Assembly of Montserrat,674919905,Stub,,
34570,Montserratian,Peter Waterworth,712713704,Stub,,
34571,Montserratian,Christopher J. Turner,719256142,Start,,
34572,Montserratian,Howard Fergus,725980651,Start,,
34573,Montserratian,Ashley Greenwood,737169369,Start,,
34574,Montserratian,Teresina Bodkin,757086597,Stub,,
34575,Montserratian,Shirley Osborne,757086621,Stub,,
34576,Montserratian,Adrian Davis (governor),762009545,Stub,,
34577,Montserratian,David G. P. Taylor,768679602,Start,,
34578,Montserratian,Sarita Francis,770131970,Start,,
34579,Montserratian,David Brandt (politician),771351774,Stub,,
34580,Montserratian,Bertrand Osborne,771351955,Stub,,
34581,Montserratian,Percival Austin Bramble,771352057,Stub,,
34582,Montserratian,Winston Pond,781452925,Stub,,
34583,Montserratian,Mary Rose Tuitt,783821985,Start,,
34584,Montserratian,Tony Longrigg,784856577,Stub,,
34585,Montserratian,Deborah Barnes-Jones,784875662,Start,,
34586,Montserratian,William Henry Bramble,788976365,C,,
34587,Montserratian,John Kemys Spencer-Churchill,789918293,Stub,,
34588,Montserratian,Reuben Meade,790614135,Start,,
34589,Montserratian,Wilfred Bennett Davidson-Houston,791981452,Start,,
34590,Montserratian,Elizabeth Carriere,793896767,Stub,,
34591,Montserratian,"Government House, Montserrat",798265888,Start,,
34592,Montserratian,Donaldson Romeo,799317293,Start,,
34593,Montserratian,Premier of Montserrat,801175821,Start,,
34594,Montserratian,Governor of Montserrat,806415676,Start,,
34595,Montserratian,Tony Abbott (governor),806730593,Stub,,
35662,Pitcairn Islands,Chairman of the Island Council (Pitcairn),680532939,Stub,,
35663,Pitcairn Islands,Edgar Allen Christian,715823848,Stub,,
35664,Pitcairn Islands,Frederick Martin Christian,715823876,Stub,,
35665,Pitcairn Islands,John Lorenzo Christian,715823908,Stub,,
35666,Pitcairn Islands,Benjamin Stanley Young,717259837,Stub,,
35667,Pitcairn Islands,Edward Quintal,717338734,Stub,,
35668,Pitcairn Islands,Arthur Quintal I,717340951,Stub,,
35669,Pitcairn Islands,Fletcher Christian II,717340996,Stub,,
35670,Pitcairn Islands,Moses Young,717341064,Stub,,
35671,Pitcairn Islands,Matthew McCoy (Magistrate),717345596,Stub,,
35672,Pitcairn Islands,Arthur Quintal II,717346443,Stub,,
35673,Pitcairn Islands,Charles Christian II,717350782,Stub,,
35674,Pitcairn Islands,Norris Henry Young,717867039,Stub,,
35675,Pitcairn Islands,Arthur Galsworthy,719706841,Stub,,
35676,Pitcairn Islands,Jonathan Sinclair,731458576,Stub,,
35677,Pitcairn Islands,Simon Young (magistrate),748179514,Stub,,
35678,Pitcairn Islands,Brian Young (magistrate),749046736,Stub,,
35679,Pitcairn Islands,Joshua Hill (Pitcairn Island leader),751464749,Stub,,
35680,Pitcairn Islands,George Fergusson (diplomat),754790610,C,,
35681,Pitcairn Islands,James Russell McCoy,754935959,Start,,
35682,Pitcairn Islands,Matthew Edmond McCoy,754935982,Stub,,
35683,Pitcairn Islands,Richard Fell,764601118,Start,,
35684,Pitcairn Islands,William Alfred Young,779056744,Stub,,
35685,Pitcairn Islands,Governor of Pitcairn,782764117,Start,,
35686,Pitcairn Islands,Martin Williams (diplomat),783746509,Stub,,
35687,Pitcairn Islands,David Aubrey Scott,785508390,Start,,
35688,Pitcairn Islands,Harold Smedley,788318957,Start,,
35689,Pitcairn Islands,List of high commissioners of the United Kingdom to New Zealand,790881651,Start,,
35690,Pitcairn Islands,Betty Christian,791265995,Start,,
35691,Pitcairn Islands,Meralda Warren,794905581,C,,
35692,Pitcairn Islands,Victoria Treadell,795649021,Start,,
35693,Pitcairn Islands,Charles Richard Parkin Christian,796203049,Stub,,
35694,Pitcairn Islands,Warren Clive Christian,796203180,Stub,,
35695,Pitcairn Islands,Jay Warren,796203252,Start,,
35696,Pitcairn Islands,Robert Alston,796592041,Stub,,
35697,Pitcairn Islands,Butterworth Stavely,797221428,Start,,
35698,Pitcairn Islands,Gerard Bromley Robert Christian,799551777,Stub,,
35699,Pitcairn Islands,Ivan Christian,799551778,Stub,,
35700,Pitcairn Islands,Pervis Ferris Young,799551779,Stub,,
35701,Pitcairn Islands,Thursday October Christian II,799551780,Start,,
35702,Pitcairn Islands,Brenda Christian,799551784,Start,,
35703,Pitcairn Islands,Shawn Christian (mayor),800137512,Start,,
35704,Pitcairn Islands,List of rulers of the Pitcairn Islands,801175970,Start,,
38470,Saint Kitts and Nevis,Earl Asim Martin,687127320,Stub,,
38471,Saint Kitts and Nevis,Paul Southwell,703666654,Start,,
38472,Saint Kitts and Nevis,Lee Moore (politician),709078753,Stub,,
38473,Saint Kitts and Nevis,Joseph Parry (politician),709078817,Start,,
38474,Saint Kitts and Nevis,Robert James Dugu Gordon,710428915,Stub,,
38475,Saint Kitts and Nevis,Sam Condor,720360218,Stub,,
38476,Saint Kitts and Nevis,Joseph Nathaniel France,720572188,Stub,,
38477,Saint Kitts and Nevis,Shawn Richards,723892438,Start,,
38478,Saint Kitts and Nevis,Patrice Nisbett,737165159,Stub,,
38479,Saint Kitts and Nevis,Premier of Nevis,757950077,Stub,,
38480,Saint Kitts and Nevis,Vance Amory,774778329,C,,
38481,Saint Kitts and Nevis,Edmund Wickham Lawrence (Governor-General),778464259,Start,,
38482,Saint Kitts and Nevis,Ada Mae Edwards,779378782,Start,,
38483,Saint Kitts and Nevis,Constance V. Mitcham,779379168,Start,,
38484,Saint Kitts and Nevis,Marcella Liburd,783358108,Start,,
38485,Saint Kitts and Nevis,Mark Brantley,784208810,Start,,
38486,Saint Kitts and Nevis,Attorney General of Saint Kitts and Nevis,787971501,Start,,
38487,Saint Kitts and Nevis,Clement Arrindell,788231533,Start,,
38488,Saint Kitts and Nevis,Tapley Seaton,792406694,Start,,
38489,Saint Kitts and Nevis,Konris Maynard,794794927,Stub,,
38490,Saint Kitts and Nevis,Robert Llewellyn Bradshaw,796076948,C,,
38491,Saint Kitts and Nevis,Simeon Daniel,797053483,Start,,
38492,Saint Kitts and Nevis,List of Prime Ministers of Saint Kitts and Nevis,797760842,Start,,
38493,Saint Kitts and Nevis,Kennedy Simmonds,798766032,Stub,,
38494,Saint Kitts and Nevis,Timothy Harris,799339256,Start,,
38495,Saint Kitts and Nevis,Ouboutou Tegremante,799930780,Stub,,
38496,Saint Kitts and Nevis,Eustace John,802273418,Stub,,
38497,Saint Kitts and Nevis,Denzil Douglas,804081241,Start,,
38498,Saint Kitts and Nevis,Governor-General of Saint Kitts and Nevis,804862608,Start,,
38499,Saint Kitts and Nevis,Cuthbert Sebastian,804942241,Start,,
39573,Macedonia,List of mayors of Radoviš,690088836,Stub,,
39574,Macedonia,Trifun Kostovski,711339559,Start,,
39575,Macedonia,Dimitar Dimitrov (writer),714327408,Start,,
39576,Macedonia,Jagnula Kunovska,715648720,Start,,
39577,Macedonia,Stevo Pendarovski,717927538,Start,,
39578,Macedonia,Gordan Georgiev,724075817,Stub,,
39579,Macedonia,Slobodan Čašule,724421215,Stub,,
39580,Macedonia,Spiro Ristovski,724502588,Stub,,
39581,Macedonia,Valon Saracini,725551017,Start,,
39582,Macedonia,Mile Zechevikj,725560890,Stub,,
39583,Macedonia,Nikola Spasovski,725570133,Stub,,
39584,Macedonia,Vančo Šontevski,725570918,Stub,,
39585,Macedonia,Risto Gjorgjiev,725570977,Stub,,
39586,Macedonia,Vlado Misajlovski,725577168,Stub,,
39587,Macedonia,Ksente Bogoev,728545577,Stub,,
39588,Macedonia,Ferdinand Odžakov,736545789,Stub,,
39589,Macedonia,Slobodan Bogoevski,738375479,Stub,,
39590,Macedonia,Ministry of Environment and Physical Planning,738431228,Stub,,
39591,Macedonia,Vangel Ajanovski-Oče,751054819,Stub,,
39592,Macedonia,Emil Kirjas,756341426,Stub,,
39593,Macedonia,Abdylaqim Ademi,762110004,Stub,,
39594,Macedonia,Dobri Veličkovski,763061803,Stub,,
39595,Macedonia,Stanko Mladenovski,764411930,Stub,,
39596,Macedonia,Siljan Avramovski,765551331,Start,,
39597,Macedonia,Goran Mitevski,771736771,Stub,,
39598,Macedonia,Stevčo Jakimovski,774773036,Stub,,
39599,Macedonia,Mile Janakieski,774773200,Stub,,
39600,Macedonia,Ilija Dimovski,779048199,Stub,,
39601,Macedonia,Todor Petrov,780424320,C,,
39602,Macedonia,Metodija Andonov-Čento,781819701,Start,,
39603,Macedonia,Vera Aceva,783955998,Start,,
39604,Macedonia,Dragan Bogdanovski,784214010,Stub,,
39605,Macedonia,Ljupco Andonovski,786138077,Stub,,
39606,Macedonia,Abdilaqim Ademi,787391041,Start,,
39607,Macedonia,Timco Mucunski,787914897,Start,,
39608,Macedonia,Gabriela Konevska-Trajkovska,787991725,Stub,,
39609,Macedonia,Ilinka Mitreva,787991780,Stub,,
39610,Macedonia,Igor Džundev,788000145,Stub,,
39611,Macedonia,Ljube Boškoski,788026057,C,,
39612,Macedonia,Zoran Veruševski,788727080,Stub,,
39613,Macedonia,Andrej Žernovski,789073582,Start,,
39614,Macedonia,Mincho Jordanov,790065914,Stub,,
39615,Macedonia,Gordana Jankuloska,790422718,Stub,,
39616,Macedonia,Sašo Mijalkov,790441999,Start,,
39617,Macedonia,Maksim Dimitrievski,791059536,Stub,,
39618,Macedonia,Bojan Bojanovski,791879937,Stub,,
39619,Macedonia,Boris Trajkovski,791970429,C,,
39620,Macedonia,Mirvan Xhemaili,791991542,Start,,
39621,Macedonia,Branko Crvenkovski,792146742,Start,,
39622,Macedonia,Bujar Osmani,792571494,Stub,,
39623,Macedonia,Zoran Stavreski,795362031,Stub,,
39624,Macedonia,Adnan Jashari,797194590,Start,,
39625,Macedonia,Radmila Šekerinska,797194679,Start,,
39626,Macedonia,Džordže Arsov,800739330,Start,,
39627,Macedonia,Savo Klimovski,801846630,Stub,,
39628,Macedonia,Alajdin Demiri,803102189,Stub,,
39629,Macedonia,President of Macedonia,804647547,C,,
39630,Macedonia,Kiro Gligorov,804752356,C,,
39631,Macedonia,Mayor of the City of Skopje,805813045,C,,
39632,Macedonia,Gjorge Ivanov,805874186,GA,,
39633,Macedonia,Josif Mihajlović Jurukovski,806155912,Start,,
39634,Macedonia,Zoran Jolevski,806217021,C,,
39635,Macedonia,Zoran Zaev,806504184,C,,
39636,Macedonia,Teuta Arifi,806835501,Start,,
39637,Macedonia,Koce Trajanovski,807092813,Start,,
39928,Abkhazia,Zaur Avidzba,694519009,Start,,
39929,Abkhazia,Zaur Ardzinba,704938340,Start,,
39930,Abkhazia,Zurab Achba,721094337,Stub,,
39931,Abkhazia,Shota Shamatava,723736482,Stub,,
39932,Abkhazia,Sumbat Saakian,755193428,Stub,,
39933,Abkhazia,Zakan Jugelia,786203824,Start,,
39934,Abkhazia,Raul Eshba,789039267,Stub,,
39935,Abkhazia,Bagrat Shinkuba,789818648,Start,,
39936,Abkhazia,Samson Chanba,789818730,Start,,
39937,Abkhazia,Efrem Eshba,798644673,Stub,,
39938,Abkhazia,Garri Aiba,799618550,Start,,
39939,Abkhazia,Zhiuli Shartava,802029007,Start,,
39940,Abkhazia,Yuri Voronov,803018106,Stub,,
39941,Abkhazia,Gennadi Berulava,805063877,Stub,,
39942,Abkhazia,Guram Gabiskiria,805775169,Start,,
39943,Abkhazia,Nestor Lakoba,805967589,C,,
42509,Niuean,Young Vivian,703037968,Start,,
42510,Niuean,Robert Rex,763768679,Start,,
42511,Niuean,Atapana Siakimotu,766068997,Stub,,
42512,Niuean,Ahohiva Levi,766068998,Stub,,
42513,Niuean,Bill Vakaafi Motufoou,766069253,Stub,,
42514,Niuean,Pokotoa Sipeli,766069256,Stub,,
42515,Niuean,Terry Coe,766069372,Stub,,
42516,Niuean,Togiavalu Pihigia,766069407,Stub,,
42517,Niuean,Hima Douglas,766069520,Stub,,
42518,Niuean,Dalton Tagelagi,766069576,Stub,,
42519,Niuean,Michael Jackson (journalist),770018880,Start,,
42520,Niuean,Enetama Lipitoa,771152922,Stub,,
42521,Niuean,Sani Lakatani,775947817,Stub,,
42522,Niuean,O'Love Jacobsen,779369629,C,,
42523,Niuean,Sisilia Talagi,779369671,Stub,,
42524,Niuean,Salilo Tongia,779369724,Stub,,
42525,Niuean,Va'aiga Tukuitonga,779369750,Stub,,
42526,Niuean,Togia Sioneholo,796747380,Stub,,
42527,Niuean,Premier of Niue,797757076,Start,,
42528,Niuean,Toke Talagi,803392432,C,,
42529,Niuean,Frank Lui,804027488,Start,,
42530,Niuean,Joan Viliamu,806666816,Stub,,
42678,Ivorian,Noel Ahipeaud,703133769,Stub,,
42679,Ivorian,Tuo Fozié,708711840,Start,,
42680,Ivorian,Léon Emmanuel Monnet,710585105,Stub,,
42681,Ivorian,Pierre Djédji Amondji,713176326,Stub,,
42682,Ivorian,Auguste Denise,714183793,Stub,,
42683,Ivorian,Philippe Yacé,714200423,Stub,,
42684,Ivorian,Jean-Baptiste Mockey,714822110,Stub,,
42685,Ivorian,Séry Bailly,725560428,Start,,
42686,Ivorian,Laurent Akoun,729142061,Stub,,
42687,Ivorian,Daniel Aka Ahizi,733596387,Stub,,
42688,Ivorian,Bamba Mamadou,735408389,Stub,,
42689,Ivorian,Simeon Aké,743428650,Start,,
42690,Ivorian,Martial Joseph Ahipeaud,744522699,Stub,,
42691,Ivorian,Innocent Anaky,744920472,Start,,
42692,Ivorian,First Lady of Ivory Coast,749766207,Stub,,
42693,Ivorian,Queen Pokou,750972336,Start,,
42694,Ivorian,Émile Boga Doudou,755479236,C,,
42695,Ivorian,Adrien Jules Jean Bonhoure,756060260,Stub,,
42696,Ivorian,Seydou Diarra,760303900,Start,,
42697,Ivorian,Gilbert Aké,760304267,Stub,,
42698,Ivorian,Jeannot Ahoussou-Kouadio,760393381,Start,,
42699,Ivorian,Henri Konan Bédié,764345360,B,,
42700,Ivorian,Affoussiata Bamba-Lamine,766524815,Start,,
42701,Ivorian,Lambert Amon Tanoh,767265950,Stub,,
42702,Ivorian,Jean-Louis Billon,768302622,Start,,
42703,Ivorian,Robert Beugré Mambé,769591168,Stub,,
42704,Ivorian,Abdourahmane Cissé,770710515,C,,
42705,Ivorian,Vice-President of Ivory Coast,774756970,Start,,
42706,Ivorian,Jean Konan Banny,776348888,Start,,
42707,Ivorian,Jacqueline Oble,779741800,C,,
42708,Ivorian,Ernest Boka,784395089,Stub,,
42709,Ivorian,François Amichia,787310676,Stub,,
42710,Ivorian,Aboubakar Diaby Ouattara,787437447,Stub,,
42711,Ivorian,Youssouf Bakayoko,788065543,Stub,,
42712,Ivorian,Chantal Compaoré,788330706,GA,,
42713,Ivorian,Désiré Tagro,788421683,Start,,
42714,Ivorian,Mamadou Koulibaly,788462808,C,,
42715,Ivorian,Pascal Affi N'Guessan,788498433,C,,
42716,Ivorian,Étienne Djaument,788825623,Stub,,
42717,Ivorian,Victor Biaka Boda,788825785,Stub,,
42718,Ivorian,Loubo Augustin Djessou,788827789,Stub,,
42719,Ivorian,Aké Loba,789476691,Stub,,
42720,Ivorian,Aya Virginie Toure,790279945,C,,
42721,Ivorian,Bernard Zadi Zaourou,791177695,Stub,,
42722,Ivorian,Charles Konan Banny,793682835,Start,,
42723,Ivorian,Christine Adjobi,794194775,Stub,,
42724,Ivorian,Charles Blé Goudé,797168824,C,,
42725,Ivorian,Sékou Sanogo,797736207,Stub,,
42726,Ivorian,Paul Antoine Bohoun Bouabré,797737768,Start,,
42727,Ivorian,Léon Konan Koffi,799061508,Stub,,
42728,Ivorian,Paul Yao N'Dré,799484902,C,,
42729,Ivorian,Daniel Kablan Duncan,799873303,Start,,
42730,Ivorian,Augustin Thiam,800116906,Start,,
42731,Ivorian,Simone Gbagbo,800169882,C,,
42732,Ivorian,Henriette Diabaté,800750399,Start,,
42733,Ivorian,Félix Houphouët-Boigny,801282263,B,,
42734,Ivorian,List of heads of government of Ivory Coast,802048749,Start,,
42735,Ivorian,Michel Amani N'Guessan,802374350,Stub,,
42736,Ivorian,Jeanne Gervais,802893546,Stub,,
42737,Ivorian,Gladys Anoma,802893568,Stub,,
42738,Ivorian,Robert Guéï,803820918,Start,,
42739,Ivorian,List of heads of state of Ivory Coast,803821448,Start,,
42740,Ivorian,Francis Wodié,803941004,C,,
42741,Ivorian,List of vice-presidents of Ivory Coast,804108433,Stub,,
42742,Ivorian,Amadou Gon Coulibaly,805044583,Start,,
42743,Ivorian,Alassane Ouattara,806218350,B,,
42744,Ivorian,Hortense Aka-Anghui,806287770,Start,,
42745,Ivorian,Dagobert Banzio,806421729,Start,,
42746,Ivorian,Guillaume Soro,806973935,C,,
42747,Ivorian,Laurent Gbagbo,807159456,C,,
42748,Ivorian,Patrick Achi,807296683,Stub,,
42831,Carniolan,Simon Jenko,703436823,Start,,
42832,Carniolan,Ivan Hribar,713766077,C,,
42833,Carniolan,Gregor Žerjav,716507073,Start,,
42834,Carniolan,Karel Dežman,716574519,C,,
42835,Carniolan,Josip Vilfan,717350390,B,,
42836,Carniolan,Luka Svetec,717669055,Start,,
42837,Carniolan,Janez Evangelist Krek,726434981,Start,,
42838,Carniolan,Etbin Henrik Costa,729435354,Start,,
42839,Carniolan,Mihael Preiss,738955897,Stub,,
42840,Carniolan,Karel Lavrič,741794691,C,,
42841,Carniolan,Lovro Toman,744636212,Start,,
42842,Carniolan,Bogumil Vošnjak,747945423,Start,,
42843,Carniolan,Fran Levstik,755713654,Start,,
42844,Carniolan,Ivan Tavčar,769425247,C,,
42845,Carniolan,Josip Jurčič,777587526,Stub,,
42846,Carniolan,Josip Vošnjak,777588436,Start,,
42847,Carniolan,Janez Bleiweis,780281974,Start,,
42848,Carniolan,Andrej Einspieler,789072979,Start,,
42849,Carniolan,Ivan Lorković,789263095,Start,,
42850,Carniolan,Janko Kersnik,789273199,Start,,
42851,Carniolan,Ivan Šusteršič,789681987,Start,,
42852,Carniolan,Philipp von Cobenzl,790213148,Start,,
42984,Saint Lucian,Petrus Compton,703819839,Stub,,
42985,Saint Lucian,Harold Dalson,709912281,Stub,,
42986,Saint Lucian,Keith Mondesir,709912316,C,,
42987,Saint Lucian,Rufus Bousquet,709914459,Start,,
42988,Saint Lucian,Len Ishmael,716376965,Stub,,
42989,Saint Lucian,Dominic Fedee,725910626,Stub,,
42990,Saint Lucian,Philip Pierre,726374537,Stub,,
42991,Saint Lucian,Hunter J. Francois,730756593,Stub,,
42992,Saint Lucian,Vincent Floissac,736890123,Start,,
42993,Saint Lucian,George Odlum,736890129,GA,,
42994,Saint Lucian,Ezechiel Joseph,757044849,Stub,,
42995,Saint Lucian,Menissa Rambally,757615710,Start,,
42996,Saint Lucian,Damian Greaves,760443772,Stub,,
42997,Saint Lucian,Richard Frederick,770812205,Start,,
42998,Saint Lucian,Oliver Plunkett (judge),770813700,Stub,,
42999,Saint Lucian,Gale Rigobert,770814043,Stub,,
43000,Saint Lucian,Heraldine Rock,773251387,Start,,
43001,Saint Lucian,Peter Josie,775241473,Start,,
43002,Saint Lucian,Jeannine Compton-Antoine,776374386,Stub,,
43003,Saint Lucian,Lenard Montoute,780250934,Start,,
43004,Saint Lucian,Louis George (politician),782356881,Stub,,
43005,Saint Lucian,Mario Michel,783539672,Start,,
43006,Saint Lucian,Marie Grace Augustin,785101569,C,,
43007,Saint Lucian,Alvina Reynolds,788727127,Stub,,
43008,Saint Lucian,Arsene James,789789654,Stub,,
43009,Saint Lucian,Sarah Flood-Beaubrun,790422420,Start,,
43010,Saint Lucian,List of Prime Ministers of Saint Lucia,797760898,Start,,
43011,Saint Lucian,Allan Louisy,797914672,Start,,
43012,Saint Lucian,Allen Montgomery Lewis,797914793,Start,,
43013,Saint Lucian,Boswell Williams,797970479,Stub,,
43014,Saint Lucian,George Charles,798164824,Start,,
43015,Saint Lucian,George Mallet,798165675,Start,,
43016,Saint Lucian,Julian Hunte,798468800,Start,,
43017,Saint Lucian,Morella Joseph,799034545,Stub,,
43018,Saint Lucian,Pearlette Louisy,799842307,C,,
43019,Saint Lucian,Stanislaus A. James,800680583,Start,,
43020,Saint Lucian,Stephenson King,800696547,C,,
43021,Saint Lucian,Edmund Estephane,801070713,Stub,,
43022,Saint Lucian,Vaughan Lewis,801096569,Start,,
43023,Saint Lucian,Winston Cenac,801276622,Stub,,
43024,Saint Lucian,Emma Hippolyte,801563305,Stub,,
43025,Saint Lucian,John Compton,803737879,B,,
43026,Saint Lucian,Kenny Anthony,803917686,C,,
43027,Saint Lucian,Michael Pilgrim,805577053,Stub,,
43028,Saint Lucian,Allen Chastanet,805945778,Start,,
43029,Saint Lucian,Governor-General of Saint Lucia,806408228,C,,
43030,Saint Lucian,Guy Joseph,807198874,Stub,,
43031,South African Republic,Thomas François Burgers,704636517,C,,
43032,South African Republic,Willem Cornelis Janse van Rensburg,716703178,Start,,
43033,South African Republic,Harry Struben,736854878,Start,,
43034,South African Republic,"Kruger House, Pretoria",772410051,Stub,,
43035,South African Republic,Boekenhoutfontein,776299184,Start,,
43036,South African Republic,State President of the South African Republic,783371989,Start,,
43037,South African Republic,Transvaal Civil War,787611475,C,,
43038,South African Republic,"Heroes' Acre, Pretoria",793010122,Start,,
43039,South African Republic,"Clarens, Switzerland",794593079,Start,,
43040,South African Republic,"Statue of Paul Kruger, Church Square",800488968,Start,,
43041,South African Republic,Krugersdorp,801877418,C,,
43042,South African Republic,Ben Viljoen,804250196,C,,
43043,South African Republic,Krugerrand,804713000,C,,
43044,South African Republic,Kruger National Park,805927999,GA,,
43045,South African Republic,Piet Joubert,807269619,C,,
43046,Hondura,Céleo Arias,704789339,Stub,,
43047,Hondura,Juan Francisco de Molina,705346284,Stub,,
43048,Hondura,Felipe Neri Medina,705346304,Stub,,
43049,Hondura,Mariano Garrigó,705346378,Stub,,
43050,Hondura,José María Bustillo (Honduran),705346396,Stub,,
43051,Hondura,Francisco Gómez (acting president),705346462,Stub,,
43052,Hondura,Salvador Aguirre (Honduras),705346724,Stub,,
43053,Hondura,Francisco Bográn,705346741,Stub,,
43054,Hondura,Juan Ramón Salgado,707824636,Stub,,
43055,Hondura,Juan José Alvarado,710598059,Stub,,
43056,Hondura,Juan Ángel Almendares Bonilla,711170881,Stub,,
43057,Hondura,Oscar Kilgore,715365023,Stub,,
43058,Hondura,Roberto Flores Bermúdez,716882219,Stub,,
43059,Hondura,María Josefa Lastiri,717808509,Start,,
43060,Hondura,Eduardo Bueso,718132526,Stub,,
43061,Hondura,Elvin Santos,719637124,Start,,
43062,Hondura,Marlon Pascua,722006681,Stub,,
43063,Hondura,Domingo Vásquez,722195895,Stub,,
43064,Hondura,Enrique Flores Lanza,722442093,Stub,,
43065,Hondura,Renan Inestroza,723153856,Stub,,
43066,Hondura,Mauricio Oliva,723304712,Stub,,
43067,Hondura,Armando Calidonio,725105423,Stub,,
43068,Hondura,Carlos Urbizo,725343188,Stub,,
43069,Hondura,Mauricio Villeda,725459626,Stub,,
43070,Hondura,Miguel Andonie Fernández,725591760,Stub,,
43071,Hondura,Yolani Batres,726246603,Stub,,
43072,Hondura,Manuel Antonio Alberto Zelaya,726766670,Stub,,
43073,Hondura,Abraham Alvarenga Urbina,742298045,Stub,,
43074,Hondura,Agapito Robleda Castro,745838578,Start,,
43075,Hondura,César Castellanos (politician),746117875,Stub,,
43076,Hondura,Adolfo Lionel Sevilla,748832681,Stub,,
43077,Hondura,Vicente Tosta,749185736,Start,,
43078,Hondura,Aníbal Delgado Fiallos,749663646,Start,,
43079,Hondura,Toribio Aguilera,749695259,Stub,,
43080,Hondura,Nora Gúnera de Melgar,757092750,Stub,,
43081,Hondura,Elizabeth Azcona Bocock,757561950,Start,,
43082,Hondura,Sandra Midence,757617005,Stub,,
43083,Hondura,Juan Alberto Melgar Castro,764646645,Stub,,
43084,Hondura,Vilma Cecilia Morales,773563309,Stub,,
43085,Hondura,Carlos Zúñiga Figueroa,777334919,Start,,
43086,Hondura,José Adolfo Alvarado Lara,777592070,Stub,,
43087,Hondura,Juan Carlos Zuniga,777669643,Stub,,
43088,Hondura,Julio Lozano Díaz,777796210,Stub,,
43089,Hondura,Juan Carlos Valenzuela (politician),779557210,Stub,,
43090,Hondura,Mario Alexander Barahona Martínez,783532382,Stub,,
43091,Hondura,Mario Canahuati,783534612,Stub,,
43092,Hondura,Matías Funes,784048015,Start,,
43093,Hondura,María Antonieta de Bográn,786165176,Stub,,
43094,Hondura,Orle Solís,789599196,Stub,,
43095,Hondura,Sergio Arturo Castellanos,789599235,Stub,,
43096,Hondura,Hipólita Rodríguez,789599241,Stub,,
43097,Hondura,German Leitzelar,789599248,Stub,,
43098,Hondura,Marco Antonio Andino,789599260,Stub,,
43099,Hondura,Lisandro Mauricio Arias,789599265,Stub,,
43100,Hondura,José Azcona Bocock,789599272,Stub,,
43101,Hondura,Yadira Bendaña,789599288,Stub,,
43102,Hondura,José Rosario Bonano,789599294,Stub,,
43103,Hondura,Romualdo Bueso Melghem,789599300,Stub,,
43104,Hondura,Teófilo Enamorado,789599316,Stub,,
43105,Hondura,Gabo Alfredo Jalil,789599319,Stub,,
43106,Hondura,Eleazar Alexander Juárez,789599323,Stub,,
43107,Hondura,Carlos Alfredo Lara Watson,789599331,Stub,,
